"","Date","Size","Price","Local_Amount","Currency"
"385","2018-06-24T20:14:30+00:00","7.5",140,140,"USD"
"386","2018-06-24T09:04:05+00:00","9",190,190,"USD"
"387","2018-06-24T05:49:44+00:00","10.5",148,148,"USD"
"388","2018-06-24T05:28:03+00:00","10",160,160,"USD"
"389","2018-06-22T18:14:22+00:00","11",129,129,"USD"
"390","2018-06-21T23:08:02+00:00","10",150,150,"USD"
"391","2018-06-21T14:51:17+00:00","11",125,125,"USD"
"392","2018-06-21T02:15:34+00:00","9.5",165,165,"USD"
"393","2018-06-21T00:01:14+00:00","14",130,130,"USD"
"394","2018-06-20T13:02:59+00:00","9.5",179,179,"USD"
"395","2018-06-20T12:10:11+00:00","8.5",160,160,"USD"
"396","2018-06-20T00:30:52+00:00","11",140,140,"USD"
"397","2018-06-19T13:36:05+00:00","9.5",160,160,"USD"
"398","2018-06-19T09:18:47+00:00","11",152,152,"USD"
"399","2018-06-18T18:54:46+00:00","12",185,185,"USD"
"400","2018-06-18T16:21:34+00:00","10.5",130,130,"USD"
"401","2018-06-15T22:11:57+00:00","8.5",175,175,"USD"
"402","2018-06-15T13:50:33+00:00","10",155,155,"USD"
"403","2018-06-15T00:03:44+00:00","10",159,159,"USD"
"404","2018-06-14T19:28:11+00:00","10.5",160,160,"USD"
"405","2018-06-14T19:22:45+00:00","8",170,170,"USD"
"406","2018-06-13T13:24:18+00:00","10",158,158,"USD"
"407","2018-06-13T02:18:17+00:00","11",145,145,"USD"
"408","2018-06-12T21:03:02+00:00","9",160,160,"USD"
"409","2018-06-12T12:06:52+00:00","10.5",170,170,"USD"
"410","2018-06-11T15:14:40+00:00","10.5",169,169,"USD"
"411","2018-06-10T14:38:29+00:00","10.5",137,137,"USD"
"412","2018-06-10T13:24:48+00:00","9",188,188,"USD"
"413","2018-06-10T13:24:01+00:00","9",170,170,"USD"
"414","2018-06-10T06:27:22+00:00","14",141,141,"USD"
"415","2018-06-09T17:53:41+00:00","10",163,163,"USD"
"416","2018-06-09T14:52:40+00:00","9.5",170,170,"USD"
"417","2018-06-07T15:16:26+00:00","8",165,165,"USD"
"418","2018-06-06T22:16:22+00:00","12",158,158,"USD"
"419","2018-06-06T17:53:01+00:00","10",148,148,"USD"
"420","2018-06-06T16:23:19+00:00","7.5",190,190,"USD"
"421","2018-06-05T15:47:57+00:00","8.5",200,200,"USD"
"422","2018-06-05T03:04:11+00:00","10.5",145,145,"USD"
"423","2018-06-04T20:45:14+00:00","10",143,143,"USD"
"424","2018-06-03T13:17:03+00:00","9",187,187,"USD"
"425","2018-06-03T09:36:39+00:00","12",170,170,"USD"
"426","2018-06-02T03:29:06+00:00","9",180,180,"USD"
"427","2018-06-01T18:47:29+00:00","10.5",131,131,"USD"
"428","2018-06-01T13:11:53+00:00","11",155,155,"USD"
"429","2018-05-30T08:09:35+00:00","10",160,160,"USD"
"430","2018-05-30T06:58:51+00:00","8.5",161,161,"USD"
"431","2018-05-30T00:49:15+00:00","9.5",175,175,"USD"
"432","2018-05-29T08:45:30+00:00","10.5",150,150,"USD"
"433","2018-05-29T06:37:00+00:00","10.5",140,140,"USD"
"434","2018-05-28T19:04:35+00:00","8.5",160,160,"USD"
"435","2018-05-27T19:54:59+00:00","10",159,159,"USD"
